Date,AAPL,MSFT,AMZN,BRK.B,GOOGL,UNH,JNJ,XOM,JPM,NVDA,PG,TSLA,V,HD,CVX,MA,PFE,ABBV,LLY,MRK,META,PEP,KO,BAC,AVGO,TMO,COST,WMT,MCD,CSCO,ACN,NEE,VZ,DIS,ADBE,BMY,PM,WFC,CMCSA,NKE,RTX,HON,AMGN,NFLX
03/01/2017,34.47,64.13,42.65,173.7,42.57,166.72,122.49,81.7,92.79,25.95,91.05,16.95,88.74,146.72,112.92,111.42,32.49,62.16,83.44,63,136.47,109.6,42.01,25.37,213.07,159.47,166.13,70.97,128.02,34.28,123.24,32.39,49.56,110.66,119.24,57,109,59.11,37.72,57.86,67.03,120.03,178,142.84
02/01/2017,31.76,64.36,41.46,164.75,41.2,162.75,112.48,84,85.54,27.65,87.03,16.87,82.9,137.66,111.2,106.63,29.87,61.07,77.9,59.18,132.25,103.61,41.52,22.97,202.25,152.27,153.46,66.46,121.9,30.85,113.8,30.68,49.34,110.71,113.31,49.13,95.61,56.54,37.65,52.98,64.66,113.66,158.59,141.2
01/01/2017,28.95,62.79,37.9,164.34,40.03,161.13,115.78,90.94,87.34,26.1,83.88,14.32,78.76,135.1,118.38,104.41,31,62.92,73.94,56.4,116.03,104.94,41.5,22.6,178.29,142.39,150.47,69.24,121.86,30.37,117.38,29.89,53.96,105.3,103.43,58.78,91.79,55.67,34.83,51.99,65.11,111.67,147.86,124.96
12/01/2016,27.59,60.11,37.62,157.58,38.93,159.12,111.36,87.98,80.65,23.02,82.21,12.55,77.57,129.34,112.79,102.33,30.57,60.83,67.29,58.45,118.38,99.89,40.31,21.42,170.01,140.47,140.6,70.25,118.96,29.84,119.5,28.38,49.8,99.13,102.82,55.94,87.85,53.13,34.71,50.11,63.7,108.42,144.24,117.52
11/01/2016,28.36,59.97,39.95,144.68,40.54,141.51,114.76,83.5,69.48,17.85,86.58,13.2,82.64,121.69,105.51,107,29.33,56,73.81,56.26,131.41,107.14,42.4,16.56,170.72,148,139.07,69.98,112.65,30.85,116.5,32.05,48.32,92.78,107.79,50.93,96.63,46.12,31.26,50.5,60.4,105.19,141.17,124.98
10/01/2016,28.18,57.4,41.8,144.27,40.13,139.35,118,86.94,66.35,17.13,89.35,14.15,82.42,128.2,102.55,101.39,31.97,63.02,80,59.33,128.38,108.77,42.31,15.59,173.01,157.95,142.57,71.83,115.01,31.31,121.59,30.61,51.84,92.47,108.41,53.94,97.35,44.12,32.94,52.54,59.93,110.88,166.05,98
09/01/2016,26.54,57.01,38.54,150.7,39.6,136.82,119.19,86.72,67.64,15.35,87.36,13.93,81.14,134.48,100.35,96.67,32.92,64.1,77.75,59.79,126.38,106.46,43.21,16.15,176.88,152.65,148.92,71.57,115.51,31.42,114.75,30.19,52.14,94.73,102.23,57.6,99.8,50.92,32.8,57.67,62.96,110.81,170.55,97.81
08/01/2016,26.1,56.6,37.99,144.62,39.33,143.42,125.31,88.08,64.15,14.34,85.44,15.7,78.31,138.06,101.33,95.23,35.09,66.23,83.02,56.1,123.85,108.72,43.69,14.52,162.78,158.75,156.56,72.81,117.88,30.7,112.58,32.05,55.58,96.15,97.75,75.13,99.74,47.98,33.7,55.73,63.38,110.38,172.91,91.23
07/01/2016,23.87,51.13,35.87,144.59,35.26,141.16,121.54,93.36,61.52,11.69,84.52,13.74,74.5,128.29,104.78,89.16,33.32,61.98,78.89,54.87,114.2,106.23,45.32,13.19,154.47,147.94,147.23,73.13,119.72,28.78,113.66,32.82,55.85,97.75,95.04,73.66,102.3,47.08,32.46,55.07,60.44,111.05,152.43,95
06/01/2016,24.75,52.44,36.04,140.97,37.42,133.58,112.57,88.43,64.76,11.63,80.95,14.77,78.69,131.58,100.24,95.59,32.85,62.9,74.9,53.59,118.5,100.56,44.6,14.6,153.41,151.29,140.96,70.5,121.6,28.84,118.21,30.03,50.87,98.67,99.24,71.71,98.48,50.26,31.72,53.33,59.03,108.42,157.61,101.5
05/01/2016,23.49,50,33.2,145.77,35.6,132.61,112.22,88.24,63.69,8.97,80.02,16.1,77.81,134.37,101.83,97.15,30.87,60.79,75.95,52.3,117.83,102.74,44.57,14.58,146.16,145.01,139.33,66.62,126.65,27.48,112.9,29.46,51.22,103.3,94.29,72.19,98.42,50.28,30.55,59.09,61.28,108.97,158.62,90.41
04/01/2016,27.2,55.05,29.52,141.21,37.86,128.69,108,82.4,59.02,8.85,82,16.32,76.25,133.1,93.69,93.65,27.91,56.58,71.6,50.06,113.75,101.97,46.14,13.47,154.04,140.21,147.86,68.02,125.19,28.3,114.76,29.52,53.32,98.8,93.33,63.66,97.77,48.23,30.3,61.22,58.62,106.15,150.02,102.93
03/01/2016,24.41,50.97,27.81,135.11,36.06,119.49,105.9,80.56,56.76,7.86,80.54,12.95,72.99,124.78,84.12,87.77,28.24,54.78,72.63,48.05,107.83,98.5,43.38,12.64,135.37,129.84,140.87,66.65,117.91,26.45,101.38,28.36,50.99,95.9,85.92,62.31,91.6,47.14,29.11,61.97,54.39,98.64,144.3,94.58
02/01/2016,24.12,54.88,28.91,128.94,38.56,114.83,103.61,76.66,59.16,7.32,81.21,12.58,74.08,124.92,85.15,88.52,28.76,54.16,78.21,48.05,112.27,98.53,42.6,14.05,133.34,131.26,141.28,65.91,123.08,23.46,104.75,27.91,49.94,95.08,88.16,61.87,89.79,50.12,27.53,61.75,51.35,97.29,151.31,91.79
01/01/2016,25.65,54.32,32.81,130.16,38.11,116.91,101.71,77.5,63.95,8.07,78.36,15.38,76.06,130.11,89.53,95.37,30.19,58.06,83.4,49.59,101.95,98.56,42.34,16.45,142.07,139.45,149.68,60.5,117.25,26.39,102.62,25.72,45.67,103.12,91.77,67.45,86.85,53.09,27.58,61.11,55.71,96.74,159,109
12/01/2015,29.69,54.41,33.69,134.86,38.35,113.53,101.73,81.76,67.34,8,74.87,15.4,79.53,133.52,90.97,98.21,31.28,58.23,84.21,51.27,104.83,100.11,42.73,17.52,131.17,138.86,151.75,59.13,114.52,27.2,107.29,25.01,45.51,114.15,92.01,67.54,87.44,55.51,30.73,66.06,56.65,98.91,162.71,124.47
11/01/2015,29.97,52.85,31.36,136.77,36.89,118.64,101.18,82.3,64.45,7.11,76.57,13.93,75.19,124.24,90.61,98.9,32.39,61.6,81.14,52.15,102.46,102.14,42.32,16.9,123.66,131.28,148.91,57.29,112.46,28.87,107.08,25.69,47.02,114.49,89.03,66.56,88.73,54.21,31.32,65.86,58.29,98.31,159.01,109.2
10/01/2015,27.27,44.75,25.55,130.55,31.9,115.94,93.43,75.2,61.12,6.16,71.76,16.5,70.09,116.23,79.72,90.57,29.67,54.68,83.6,47.06,90.05,94.2,40.22,15.52,123.11,122.7,135.67,64.76,98.5,26.05,98.47,24.45,43.49,102.97,82.42,59.26,79.68,51.51,28.76,61.58,52.43,90.19,138.55,102.91
09/01/2015,27.54,42.17,24.96,131.79,31.69,113.36,92.29,73.3,62.85,5.46,69.37,16.02,69.41,113.99,78.76,90.06,29.82,61,80.25,50.21,86.85,91.12,38.67,15.95,121.52,123,128.86,63.8,92.77,25.22,91.88,24.33,45.09,99.31,77.07,58.55,78.21,52.11,27.51,54.49,52.78,92.32,149.23,109.35
08/01/2015,30.38,46.98,26.87,143.11,32.88,121.61,100,78.7,68.59,5.03,76.51,17.75,75.59,117.62,87.28,97.74,34.4,70.19,84.81,56.54,93.53,96.19,40.85,17.91,126.42,139.5,136.54,71.84,100,28.41,103.17,27.12,47.18,120.88,82.18,65.95,85.5,58.07,31.38,57.76,59.16,99.98,176.8,114.6
07/01/2015,31.73,44.46,21.97,137.7,27.18,122.95,98.3,83.28,68.12,5.15,78.39,18.07,67.94,112.45,96.3,94.47,31.81,67.9,83.8,54.28,86.77,93.8,39.38,17.25,134.41,130.67,127.18,71.6,95.1,27.42,97.74,24.6,46.64,114.95,81.57,66.45,80.36,57.09,30.19,54.48,66.08,98.04,154.94,94.81
06/01/2015,32.8,47.06,21.52,143.26,27.44,120.54,100.28,85.25,65.99,5.57,78.65,16.76,69.13,111.97,103.47,92.4,32.96,66.8,78.92,58.02,79.3,96.59,41.36,16.58,148.24,129.84,133.98,74.69,95.84,29.6,96.18,25.64,49.44,111.48,79.5,66.63,82.9,56.24,29.35,50.88,69.14,99.23,157.59,88.84
05/01/2015,31.52,48.58,21.19,142,27.53,112.29,99.62,87.85,63.7,5.59,79.76,15.33,65.22,106.98,110.28,90.36,32.1,65.09,72.26,56.98,79.24,95.16,40.58,16,117.92,126.5,134.37,78.2,96.73,28.81,93.32,25.25,50.75,109.95,76.29,64.28,83.47,55.26,28.9,49.94,67.59,96.68,159.5,79.86
04/01/2015,31.2,40.6,18.6,144.34,27.74,119.52,100.46,85.7,60.41,5.25,82.44,12.58,65.45,113.88,105.77,86.73,33.03,58.48,72.92,54.6,82.5,95.16,40.79,15.42,126.66,134.67,142.21,82.28,96.81,27.31,93.56,25.99,48.45,105.43,73.61,64.2,75.27,54.42,28.4,50,69.23,99.06,159.37,59.64
03/01/2015,32.31,43.67,19.04,147.71,28.35,113.77,102.86,88.34,61.24,5.5,85.02,13.51,69.18,114.86,106.32,89.56,32.29,60.3,70.16,55.58,79,98.9,43.12,15.79,127.21,129.94,137.98,83.89,98.62,29.36,89.76,25.75,49.12,104.35,79.14,61.12,82.88,54.79,29.75,48.45,71.86,97.64,159.29,67.71
02/01/2015,29.51,40.59,17.5,144.13,26.72,106.73,100.49,87.85,54.53,4.83,84.58,13.6,64.08,104.78,103.98,81.71,29.8,61.49,71.87,57.69,76.11,93.86,41.21,15.27,103.25,125.49,130.55,84.79,92.05,26.39,84.42,27.38,46.2,91.3,70.44,60.71,80.24,52.19,26.58,46.34,67.93,93.84,153.41,62.84
01/01/2015,27.85,46.66,15.63,151.5,26.63,101.5,105.05,92.25,62.62,5.03,90.84,14.86,65.85,105.16,111.63,86.68,29.64,65.62,69.77,54.56,78.58,94.93,42.26,17.99,100.93,126.3,128.62,86.27,94.13,27.86,89.67,26.66,47,94.91,72.7,59.43,81.6,55.11,29,48.27,67.91,95.39,160.16,49.15
12/01/2014,29.7,47.88,16.91,148.61,27.25,98.75,107.89,90.36,59.98,5.22,90.17,16.08,64.07,99.49,109.38,86.56,29.27,69.08,67.97,57.59,77.26,98.56,44.18,16.92,93.05,129.34,129.93,86.72,96.15,27.5,85.88,25.96,50.68,92.63,73.64,59.21,86.37,54.42,28.49,49.33,64.33,93.87,165.12,49.29
11/01/2014,27.05,46.89,15.31,140.88,28.18,95.45,107.83,96.56,60.79,5,86.66,16.2,60.24,96.81,119.83,83.82,28.34,63.66,66.05,55.26,75.47,95.94,41.79,17.18,86.44,116.82,121.32,76.35,93.78,24.45,81.03,25.08,50.49,91.24,69.93,58.31,88.85,53.22,27.63,46.67,63.36,91.63,162.08,56.18
10/01/2014,25.15,46.27,16.1,138.37,29.34,86,105.98,94.11,60.24,4.62,84.02,16.15,53.21,92.14,118.8,73.82,27.84,57.93,65.88,56.34,78.78,92.67,42.55,17.07,87.12,122.3,113.55,76.51,94.37,25.2,81.18,23.42,49.73,89.08,69.13,51.01,83.25,51.84,26.84,44.45,62.05,88.3,140.39,64.1
09/01/2014,25.77,45.43,17,138.03,29.15,87.12,103.3,99.43,59.46,4.88,83.21,18.37,53.35,93.04,129.2,75.93,27.69,55.43,63.6,56.95,75.01,92.62,41.52,16.14,82.97,120.89,109.7,75.42,93.24,24.94,80.95,24.57,49.82,90.18,72.06,50.62,85.3,51.71,27.35,39.17,63.85,90.61,139.62,68.36
08/01/2014,23.73,43.21,15.68,125,28.93,81.14,99.76,98.62,57.39,4.38,79.25,15.07,52.47,80.56,127.76,73.84,27.21,52.03,61.01,53.95,72.22,87.71,39.13,15.18,69.92,121.09,106.8,73.32,94.3,25.14,78.85,23.38,50.52,85.39,69.01,50.79,82,50.5,26.77,38.27,61.88,87.35,126.17,60.25
07/01/2014,23.38,41.86,16.29,126.72,29.38,81.74,105.15,101.15,57.15,4.63,78.87,16.16,52.99,81.32,130.94,74.2,28.07,56.42,62.63,55.02,67.58,89.12,42.39,15.38,72.48,118.45,104.75,75.27,100.43,24.99,81.09,25.61,48.88,85.81,72.09,48.51,84.35,52.73,26.93,38.87,68.4,88.81,119.39,65.18
06/01/2014,22.64,40.95,15.63,128.28,28.49,79.77,101.54,100.53,55.65,4.76,80.66,13.82,53.84,80.25,122.93,76.77,28.05,54.43,59.75,55.22,63.23,88.12,40.75,15.16,71.21,116.99,105.02,76.58,101.39,24.64,81.1,24.29,50.02,84.27,64.54,49.9,88.33,50.94,26.06,38.49,68.66,88.82,116.72,59.93
05/01/2014,21.14,40.24,15.21,128.81,26.71,75.05,100.77,101.96,55.92,4.69,82.39,13.81,51.03,79.51,125.66,75.57,29.46,51.89,59.18,55.83,60.43,86,40.79,15.14,62.92,113.72,104.87,79.73,100.68,23.14,80.18,25.06,46.63,79.35,61.69,49.95,85.49,49.74,25.91,36.41,69.62,88.37,111.38,46.29
04/01/2014,19.21,41.15,16.9,125.07,28.03,82.35,98.31,97.65,60.95,4.62,80.6,13.93,54.27,79.24,119.15,75.25,30.27,51.62,59.13,54.02,60.46,83.07,38.53,17.28,64.55,120.54,101.73,76.76,98.1,22.33,79.6,23.9,47.54,80.39,65.9,52.23,81.74,49.88,25.17,37.01,69.06,88.68,123.67,50.25
03/01/2014,18.69,37.92,17.94,116.15,30.2,76.7,91.13,95.76,56.3,4.49,78.26,15.82,55.81,80.73,114.79,76.53,29.88,50.34,58.95,53.49,66.96,79.17,37.88,16.3,61.15,123.07,105.36,74.49,94.24,21.57,82.56,22.72,47.3,80.3,68.06,53.17,80.25,46.11,25.54,38.81,68.18,88.26,122.89,63.03
02/01/2014,17.95,37.74,17.95,112.11,29.51,72.14,88.75,91.92,55.5,3.95,76.69,12.19,54.13,76.64,112.35,76.05,29.41,49.4,54.11,50.45,63.03,80.35,38.02,16.77,54.8,115.17,102.41,74.19,94.54,21.93,80.02,23.01,48.02,72.66,59.08,50.13,78.09,45.31,27.37,36.38,67.3,86.85,119.68,58.84
01/01/2014,19.85,37.35,19.94,118.34,27.91,74.91,91.14,100.6,58.31,3.98,81.33,9.99,55.38,82.11,124.46,83.74,28.88,52.12,50.97,47.56,54.83,82.93,41.12,15.69,52.85,110.69,107.62,78.72,96.81,22.17,81.5,21.35,49.08,76.04,59.06,52.52,87,45.15,25.9,39.08,66.59,86.59,114.36,52.4
12/01/2013,19.93,38.09,19.95,116.5,26.61,73.64,94.41,93.27,57.1,3.88,84.04,8.42,51.03,80.45,122.87,76.08,29.96,48.49,50.3,47.43,46.9,84.43,40.1,15.84,45.49,101.09,113.92,80.89,97.29,21.29,77.42,21.21,49.66,70.79,56.74,51.29,85.33,44.11,24.91,39.73,65.57,84.23,114.29,52.13
11/01/2013,18.71,35.67,18.28,115.28,25.82,68.27,92.38,89.74,51.45,3.82,80.68,10.87,49.74,77.98,119.04,72.39,29.1,48.64,49.91,42.78,50.85,84.15,39.57,13.99,45.79,98.18,107.62,76.97,96.52,22.66,73.89,21.58,50.79,68.71,54.61,52.63,89.36,42.72,23.92,37.9,62.79,82.6,117.07,46.98
10/01/2013,17.09,33.35,15.71,113.74,22.03,71.74,86.59,85.99,51.64,3.89,75.52,12.93,47.82,75.88,121.27,67.44,27.09,44.81,50.41,46.65,49.97,79.38,38,13.85,43.14,92.21,104.36,73.87,96.18,23.33,73.54,20.07,46.62,64.37,52.1,46.45,86.73,41.37,22.58,36.52,63.75,79.14,111.99,44.97
09/01/2013,17.61,31.75,14.24,112.32,21.38,71.81,86.89,87.7,51.25,3.7,78.27,11.56,44.01,74.83,121.34,61.2,26.9,43,51.77,45.31,41.84,80.48,38.27,14.3,38.82,89.97,102.27,73.48,95.1,23.58,72.72,20.27,45.52,61.42,46.21,42.01,83.83,41.65,21.31,31.8,59.63,76.58,110.53,41.06
08/01/2013,16.28,32.06,15.15,116.98,22.4,73.23,94.16,92.69,56.36,3.62,81.62,9,45.44,79.52,126.49,61.87,27.9,45.14,53.43,46.19,37.3,84.04,40.4,14.85,37.03,92.32,107.04,78.42,98.62,25.79,74.21,21.75,50.05,65.16,47.62,43.7,89.61,44.19,22.89,31.62,62.77,79.78,109.6,35.22
07/01/2013,14.38,34.75,13.95,112.51,22.18,65.89,85.72,90.39,53.22,3.54,77.02,7.29,45.97,77.63,118.35,57.86,26.51,41.4,49.35,44.11,24.97,81.96,40.5,12.95,37.85,85.03,101.13,74.99,99.35,24.42,72.14,20.47,50.29,63.84,45.23,45.06,87.11,41.56,20.94,31.97,55.04,76.03,100.2,30.52
06/01/2013,16.1,34.92,13.45,114.76,21.85,62.89,84.28,90.53,54.6,3.62,76.87,6.51,44.69,78.65,122.35,57.13,25.88,42.88,53.08,46.66,24.26,80.67,39.95,13.69,37.68,88.82,99.65,75.06,96.77,24.26,82.48,18.92,48.43,63.06,42.98,47.1,90.95,40.83,20.13,30.8,56.13,74.78,100.61,32.44
05/01/2013,15.87,32.93,12.69,105.97,20.6,59.96,84.5,88.52,48.76,3.44,76.83,3.73,41.75,73.18,121.25,53.88,27.33,45.74,55.1,42.72,27.85,82.36,42.15,12.2,32.06,80.44,98.03,77.85,101.98,20.83,81.44,20.41,53.77,62.88,45.14,39.47,95.32,37.9,20.99,31.78,53.7,69.69,105.05,30.85
04/01/2013,15.78,28.64,13.35,104.17,19.89,57.16,81.39,90.13,47.55,3.2,76.85,2.82,42.44,69.51,118.99,54.24,27.25,39.96,56.67,41.96,25.63,78.76,40.39,12.15,35.82,76.3,96.1,75,99.41,21.04,76.07,19.4,49.06,56.89,43.36,41.12,92.74,37.02,20.73,29.5,54.95,71.59,102.62,27.28
03/01/2013,15.64,27.72,13.16,101.45,19.96,53.34,75.79,89.07,48.6,3.14,75.7,2.33,39.48,68.38,116.73,51.5,25.77,36.8,54.31,40.36,27.05,75.55,38.49,11.13,33.92,73.28,91.4,70.78,95.68,20.71,74.13,17.96,46.22,54.31,39.3,36.89,91.69,34.94,19.86,27.21,53.24,66.36,91.16,26.73
02/01/2013,16.4,27.67,13.45,97.56,18.97,55.74,74.14,90.44,47.4,3.09,75.3,2.54,39.75,67.62,115.84,52.08,26.14,36.84,53.55,40.28,31.01,73.08,37.54,11.41,35.92,72.8,93.28,70.11,95.58,20.73,72.49,18.11,44.2,54.18,38.2,36.42,88.92,35.06,19.2,27.23,51.9,65.66,86.17,24.29
01/01/2013,19.78,27.25,12.8,91.32,18,54.88,71.02,87.79,44.98,3.14,68.65,2.33,38.54,63.57,110.27,50.63,24.2,34.92,49.94,39.91,27.44,69.18,36.99,12.05,32.43,64.79,91.2,68.93,89.4,20.12,67.59,17.5,44.49,50.8,37.92,32.84,84.7,35.03,19.02,26.2,49.21,61.57,87.36,13.6
